"Series ID","Area","Industry","Datatype","Adjustment Method","State"
"SMS21000004100000001","Statewide","Wholesale Trade","All Employees, In Thousands","Seasonally Adjusted","Kentucky"
"SMS21000004200000001","Statewide","Retail Trade","All Employees, In Thousands","Seasonally Adjusted","Kentucky"
"SMS21000004300000001","Statewide","Transportation, Warehousing, and Utilities","All Employees, In Thousands","Seasonally Adjusted","Kentucky"
"SMS21000005000000001","Statewide","Information","All Employees, In Thousands","Seasonally Adjusted","Kentucky"
"SMS21000005500000001","Statewide","Financial Activities","All Employees, In Thousands","Seasonally Adjusted","Kentucky"
"SMS21000005552000001","Statewide","Finance and Insurance","All Employees, In Thousands","Seasonally Adjusted","Kentucky"
"SMS21000005553000001","Statewide","Real Estate and Rental and Leasing","All Employees, In Thousands","Seasonally Adjusted","Kentucky"
"SMS21000006000000001","Statewide","Professional and Business Services","All Employees, In Thousands","Seasonally Adjusted","Kentucky"
"SMS21000006054000001","Statewide","Professional, Scientific, and Technical Services","All Employees, In Thousands","Seasonally Adjusted","Kentucky"
"SMS21000006055000001","Statewide","Management of Companies and Enterprises","All Employees, In Thousands","Seasonally Adjusted","Kentucky"
"SMS21000006056000001","Statewide","Administrative and Support and Waste Management and Remediation Services","All Employees, In Thousands","Seasonally Adjusted","Kentucky"
"SMS21000006500000001","Statewide","Education and Health Services","All Employees, In Thousands","Seasonally Adjusted","Kentucky"
"SMS21000006561000001","Statewide","Educational Services","All Employees, In Thousands","Seasonally Adjusted","Kentucky"
"SMS21000006562000001","Statewide","Health Care and Social Assistance","All Employees, In Thousands","Seasonally Adjusted","Kentucky"
"SMS21000007000000001","Statewide","Leisure and Hospitality","All Employees, In Thousands","Seasonally Adjusted","Kentucky"
"SMS21000007071000001","Statewide","Arts, Entertainment, and Recreation","All Employees, In Thousands","Seasonally Adjusted","Kentucky"
"SMS21000007072000001","Statewide","Accommodation and Food Services","All Employees, In Thousands","Seasonally Adjusted","Kentucky"
"SMS21000008000000001","Statewide","Other Services","All Employees, In Thousands","Seasonally Adjusted","Kentucky"
"SMS21000009000000001","Statewide","Government","All Employees, In Thousands","Seasonally Adjusted","Kentucky"
"SMS21000009091000001","Statewide","Federal Government","All Employees, In Thousands","Seasonally Adjusted","Kentucky"
"SMS21000009092000001","Statewide","State Government","All Employees, In Thousands","Seasonally Adjusted","Kentucky"
"SMS21000009093000001","Statewide","Local Government","All Employees, In Thousands","Seasonally Adjusted","Kentucky"
"SMU21000000000000001","Statewide","Total Nonfarm","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000000500000001","Statewide","Total Private","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000000600000001","Statewide","Goods Producing","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000000700000001","Statewide","Service-Providing","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000000800000001","Statewide","Private Service Providing","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000001000000001","Statewide","Mining and Logging","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000001021210001","Statewide","Coal Mining","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000001500000001","Statewide","Mining, Logging and Construction","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000002000000001","Statewide","Construction","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000002023600001","Statewide","Construction of Buildings","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000002023700001","Statewide","Heavy and Civil Engineering Construction","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000002023800001","Statewide","Specialty Trade Contractors","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000003000000001","Statewide","Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000003100000001","Statewide","Durable Goods","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000003132100001","Statewide","Wood Product Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000003133100001","Statewide","Primary Metal Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000003133200001","Statewide","Fabricated Metal Product Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000003133400001","Statewide","Computer and Electronic Product Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000003133600001","Statewide","Transportation Equipment Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000003133610001","Statewide","Motor Vehicle Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000003133630001","Statewide","Motor Vehicle Parts Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000003200000001","Statewide","Non-Durable Goods","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000003231100001","Statewide","Food Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000004000000001","Statewide","Trade, Transportation, and Utilities","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000004100000001","Statewide","Wholesale Trade","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000004142300001","Statewide","Merchant Wholesalers, Durable Goods","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000004142400001","Statewide","Merchant Wholesalers, Nondurable Goods","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000004142500001","Statewide","Wholesale Electronic Markets and Agents and Brokers","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000004200000001","Statewide","Retail Trade","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000004244100001","Statewide","Motor Vehicle and Parts Dealers","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000004244500001","Statewide","Food and Beverage Stores","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000004244600001","Statewide","Health and Personal Care Stores","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000004244700001","Statewide","Gasoline Stations","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000004245200001","Statewide","General Merchandise Stores","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000004245300001","Statewide","Miscellaneous Store Retailers","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000004300000001","Statewide","Transportation, Warehousing, and Utilities","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000004322000001","Statewide","Utilities","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000004340008901","Statewide","Transportation and Warehousing","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000004348400001","Statewide","Truck Transportation","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000004349300001","Statewide","Warehousing and Storage","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000005000000001","Statewide","Information","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000005051700001","Statewide","Telecommunications","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000005500000001","Statewide","Financial Activities","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000005552000001","Statewide","Finance and Insurance","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000005552200001","Statewide","Credit Intermediation and Related Activities including Monetary Authorities - Central Bank","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000005552400001","Statewide","Insurance Carriers and Related Activities","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000005553000001","Statewide","Real Estate and Rental and Leasing","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000006000000001","Statewide","Professional and Business Services","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000006054000001","Statewide","Professional, Scientific, and Technical Services","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000006055000001","Statewide","Management of Companies and Enterprises","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000006056000001","Statewide","Administrative and Support and Waste Management and Remediation Services","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000006056130001","Statewide","Employment Services","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000006056170001","Statewide","Services to Buildings and Dwellings","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000006500000001","Statewide","Education and Health Services","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000006561000001","Statewide","Educational Services","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000006562000001","Statewide","Health Care and Social Assistance","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000006562100001","Statewide","Ambulatory Health Care Services","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000006562200001","Statewide","Hospitals","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000006562300001","Statewide","Nursing and Residential Care Facilities","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000006562400001","Statewide","Social Assistance","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000007000000001","Statewide","Leisure and Hospitality","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000007071000001","Statewide","Arts, Entertainment, and Recreation","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000007072000001","Statewide","Accommodation and Food Services","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000007072200001","Statewide","Food Services and Drinking Places","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000008000000001","Statewide","Other Services","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000009000000001","Statewide","Government","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000009091000001","Statewide","Federal Government","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
"SMU21000009091281101","Statewide","National Security","All Employees, In Thousands","Not Seasonally Adjusted","Kentucky"
